prompt_tokens,completion_tokens,input_cost,output_cost,total_cost
1953.0,764.0,0.019530000000000002,0.02292,0.04245
1953.0,898.0,0.019530000000000002,0.02694,0.04647
1953.0,1030.0,0.019530000000000002,0.030899999999999997,0.05043
1953.0,707.0,0.019530000000000002,0.02121,0.04074
1953.0,720.0,0.019530000000000002,0.021599999999999998,0.04113
1953.0,809.0,0.019530000000000002,0.02427,0.043800000000000006
1953.0,965.0,0.019530000000000002,0.02895,0.04848
1953.0,670.0,0.019530000000000002,0.020099999999999996,0.03963
1953.0,865.0,0.019530000000000002,0.02595,0.04548000000000001
1953.0,786.0,0.019530000000000002,0.023579999999999997,0.043109999999999996
1953.0,897.0,0.019530000000000002,0.02691,0.04644
1953.0,874.0,0.019530000000000002,0.02622,0.04575
1953.0,823.0,0.019530000000000002,0.024689999999999997,0.044219999999999995
1953.0,925.0,0.019530000000000002,0.02775,0.04728
1953.0,804.0,0.019530000000000002,0.02412,0.04365
1953.0,766.0,0.019530000000000002,0.02298,0.042510000000000006
1953.0,697.0,0.019530000000000002,0.02091,0.040440000000000004
1953.0,638.0,0.019530000000000002,0.01914,0.03867
1953.0,783.0,0.019530000000000002,0.023489999999999997,0.04302
1953.0,779.0,0.019530000000000002,0.02337,0.0429
1953.0,640.0,0.019530000000000002,0.0192,0.03873
1953.0,897.0,0.019530000000000002,0.02691,0.04644
1953.0,756.0,0.019530000000000002,0.02268,0.04221
1953.0,592.0,0.019530000000000002,0.017759999999999998,0.037290000000000004
1953.0,794.0,0.019530000000000002,0.02382,0.04335
1953.0,818.0,0.019530000000000002,0.02454,0.04407
1953.0,730.0,0.019530000000000002,0.0219,0.04143
1953.0,699.0,0.019530000000000002,0.02097,0.0405
1953.0,920.0,0.019530000000000002,0.0276,0.047130000000000005
1953.0,854.0,0.019530000000000002,0.025619999999999997,0.045149999999999996
1953.0,896.0,0.019530000000000002,0.026879999999999998,0.04641
1953.0,913.0,0.019530000000000002,0.02739,0.04692
1953.0,892.0,0.019530000000000002,0.02676,0.04629
1953.0,783.0,0.019530000000000002,0.023489999999999997,0.04302
1953.0,789.0,0.019530000000000002,0.023669999999999997,0.0432
1953.0,899.0,0.019530000000000002,0.026969999999999997,0.0465
1953.0,911.0,0.019530000000000002,0.027329999999999997,0.04686
1953.0,837.0,0.019530000000000002,0.02511,0.04464
1953.0,755.0,0.019530000000000002,0.02265,0.04218
1953.0,735.0,0.019530000000000002,0.02205,0.041580000000000006
1953.0,848.0,0.019530000000000002,0.025439999999999997,0.044969999999999996
1953.0,882.0,0.019530000000000002,0.026459999999999997,0.04599
1953.0,673.0,0.019530000000000002,0.020189999999999996,0.03972
1953.0,924.0,0.019530000000000002,0.027719999999999998,0.04725
1953.0,983.0,0.019530000000000002,0.02949,0.04902
1953.0,732.0,0.019530000000000002,0.02196,0.04149
1953.0,866.0,0.019530000000000002,0.02598,0.04551
1953.0,749.0,0.019530000000000002,0.02247,0.042
1953.0,836.0,0.019530000000000002,0.025079999999999998,0.04461
1953.0,906.0,0.019530000000000002,0.02718,0.04671
1953.0,810.0,0.019530000000000002,0.024300000000000002,0.04383000000000001
1953.0,806.0,0.019530000000000002,0.02418,0.04371
1953.0,688.0,0.019530000000000002,0.020640000000000002,0.040170000000000004
1953.0,780.0,0.019530000000000002,0.023399999999999997,0.042929999999999996
1953.0,1000.0,0.019530000000000002,0.03,0.049530000000000005
1953.0,758.0,0.019530000000000002,0.02274,0.04227
1953.0,742.0,0.019530000000000002,0.02226,0.04179
1953.0,1209.0,0.019530000000000002,0.03627,0.0558
1953.0,822.0,0.019530000000000002,0.02466,0.04419000000000001
1953.0,782.0,0.019530000000000002,0.02346,0.04299
1953.0,791.0,0.019530000000000002,0.02373,0.04326000000000001
1953.0,817.0,0.019530000000000002,0.024509999999999997,0.044039999999999996
1953.0,853.0,0.019530000000000002,0.025589999999999998,0.04512
1953.0,851.0,0.019530000000000002,0.025529999999999997,0.04506
1953.0,712.0,0.019530000000000002,0.02136,0.04089
1953.0,604.0,0.019530000000000002,0.01812,0.03765
1953.0,809.0,0.019530000000000002,0.02427,0.043800000000000006
1953.0,747.0,0.019530000000000002,0.02241,0.041940000000000005
1953.0,1056.0,0.019530000000000002,0.03168,0.051210000000000006
1953.0,805.0,0.019530000000000002,0.024149999999999998,0.04368
1953.0,803.0,0.019530000000000002,0.02409,0.043620000000000006
1953.0,830.0,0.019530000000000002,0.0249,0.04443
1953.0,800.0,0.019530000000000002,0.024,0.04353
1953.0,889.0,0.019530000000000002,0.02667,0.046200000000000005
1953.0,772.0,0.019530000000000002,0.02316,0.042690000000000006
1953.0,829.0,0.019530000000000002,0.024869999999999996,0.044399999999999995
1953.0,771.0,0.019530000000000002,0.023129999999999998,0.042660000000000003
1953.0,783.0,0.019530000000000002,0.023489999999999997,0.04302
1953.0,827.0,0.019530000000000002,0.02481,0.044340000000000004
1953.0,838.0,0.019530000000000002,0.02514,0.04467
1953.0,822.0,0.019530000000000002,0.02466,0.04419000000000001
1953.0,937.0,0.019530000000000002,0.02811,0.04764
1953.0,777.0,0.019530000000000002,0.023309999999999997,0.04284
1953.0,809.0,0.019530000000000002,0.02427,0.043800000000000006
1953.0,784.0,0.019530000000000002,0.02352,0.043050000000000005
1953.0,743.0,0.019530000000000002,0.02229,0.04182
1953.0,1006.0,0.019530000000000002,0.03018,0.049710000000000004
1953.0,877.0,0.019530000000000002,0.02631,0.045840000000000006
1953.0,908.0,0.019530000000000002,0.027239999999999997,0.04677
1953.0,822.0,0.019530000000000002,0.02466,0.04419000000000001
1953.0,806.0,0.019530000000000002,0.02418,0.04371
1953.0,812.0,0.019530000000000002,0.02436,0.04389
1953.0,774.0,0.019530000000000002,0.023219999999999998,0.042749999999999996
1953.0,866.0,0.019530000000000002,0.02598,0.04551
1953.0,842.0,0.019530000000000002,0.025259999999999998,0.044789999999999996
1953.0,806.0,0.019530000000000002,0.02418,0.04371
1953.0,831.0,0.019530000000000002,0.02493,0.04446
1953.0,860.0,0.019530000000000002,0.0258,0.04533
1953.0,837.0,0.019530000000000002,0.02511,0.04464
1953.0,901.0,0.019530000000000002,0.02703,0.046560000000000004
